Price,Close,High,Low,Open,Volume,returns,log_returns,volatility_20,momentum_20,drawdown
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,,
Date,,,,,,,,,,
2018-06-04,10628.5,10770.2998046875,10618.349609375,10765.9501953125,203800,-0.006329368754912523,-0.00634948413268003,0.006422494898364793,-0.008119079837618393,-0.04509275255252673
2018-06-05,10593.150390625,10633.150390625,10550.900390625,10630.7001953125,167700,-0.003325926459519235,-0.003331469647161854,0.0064537306569403905,-0.01163013084159159,-0.04826870383319895
2018-06-06,10684.650390625,10698.349609375,10587.5,10603.4501953125,189900,0.0086376570355291,0.00860056590990892,0.006751943493232203,-0.005311059110772343,-0.040047975306930536
2018-06-07,10768.349609375,10818.0,10722.599609375,10722.599609375,220900,0.007833594520176401,0.007803071219768874,0.006965593467918196,0.0048336270191029485,-0.03252810038666273
2018-06-08,10767.650390625,10779.4501953125,10709.0498046875,10736.400390625,209400,-6.493276828523076e-05,-6.49348765086917e-05,0.006697657406041692,-0.0035950223823624228,-0.0325909210153428
2018-06-11,10786.9501953125,10850.5498046875,10777.0498046875,10781.849609375,211400,0.0017923877528847054,0.0017907833428202438,0.006711865074045009,-0.0018182790861848153,-0.030856948830141267
2018-06-12,10842.849609375,10856.5498046875,10789.400390625,10816.150390625,198300,0.005182133323169635,0.005168752278609608,0.006812517224713455,0.003795646253435647,-0.02583472032975566
2018-06-13,10856.7001953125,10893.25,10842.650390625,10887.5,213400,0.0012773935299743577,0.001276578356983104,0.0066747721385056235,0.010762453579389764,-0.024590327904379282
2018-06-14,10808.0498046875,10833.7001953125,10773.5498046875,10832.900390625,184300,-0.0044811397339686865,-0.004491210136474933,0.006632888698777535,0.011733888163406814,-0.028961274942904295
2018-06-15,10817.7001953125,10834.0,10755.400390625,10808.650390625,305400,0.000892889170515776,0.0008924907821071907,0.006310297203686516,0.020884432121241137,-0.028094244981149423
2018-06-18,10799.849609375,10830.2001953125,10787.349609375,10830.2001953125,196600,-0.00165012762557748,-0.0016514905857463397,0.006020319261663755,0.026923788717368335,-0.029698013516963762
2018-06-19,10710.4501953125,10789.4501953125,10701.2001953125,10789.4501953125,224500,-0.008277838793689818,-0.00831229035595547,0.00638986978359139,0.016489982326468366,-0.03773001694226732
2018-06-20,10772.0498046875,10781.7998046875,10724.0498046875,10734.650390625,193500,0.005751355755517995,0.005734879851344152,0.005928914944383607,0.03276018619791743,-0.03219565993684596
2018-06-21,10741.099609375,10809.599609375,10725.900390625,10808.4501953125,223600,-0.0028731945983977436,-0.002877330145384961,0.005811047401046445,0.02161434759323222,-0.034976350139021346
2018-06-22,10821.849609375,10837.0,10710.4501953125,10742.7001953125,229800,0.007517852262492797,0.00748973404895337,0.00573617310505807,0.0204333942252779,-0.027721444909554964
2018-06-25,10762.4501953125,10831.0498046875,10753.0498046875,10822.900390625,229600,-0.005488841206131911,-0.0055039602444048865,0.005674673256906464,0.006904501690150777,-0.03305812750657379
2018-06-26,10769.150390625,10805.25,10732.5498046875,10742.7001953125,220000,0.0006225529680423669,0.0006223592623338975,0.005522946213123,0.012775957457497045,-0.032456154973928564
2018-06-27,10671.400390625,10785.5,10652.400390625,10785.5,246000,-0.009076853461448153,-0.009118299083682797,0.005918672049450069,0.005374873011494863,-0.04123840867275629
2018-06-28,10589.099609375,10674.2001953125,10557.7001953125,10660.7998046875,352300,-0.007712275637441368,-0.007742169031781291,0.005553096855493593,-0.013696788504230284,-0.04863264233566396
2018-06-29,10714.2998046875,10723.0498046875,10612.349609375,10612.849609375,242800,0.011823497741172861,0.011754146307527904,0.00615904637378747,0.0016921531987530436,-0.03738415253129406
2018-07-02,10657.2998046875,10736.150390625,10604.650390625,10732.349609375,295400,-0.005319993003655044,-0.005334194556937323,0.006107487479413155,0.002709677253375453,-0.04250526210503504
2018-07-03,10699.900390625,10713.2998046875,10630.25,10668.599609375,202100,0.003997315147197256,0.003989347109783859,0.0061074624736112085,0.01007726654145058,-0.0386778538858858
2018-07-04,10769.900390625,10777.150390625,10677.75,10715.0,173900,0.006542116977213297,0.0065208102070441875,0.005977446032630703,0.00797873555832962,-0.03238877195322144
2018-07-05,10749.75,10786.0498046875,10726.25,10786.0498046875,220500,-0.0018709913642785958,-0.0018727438548922296,0.00573234990341424,-0.001727247911676888,-0.03419916420487597
2018-07-06,10772.650390625,10816.349609375,10735.0498046875,10744.150390625,0,0.0021303184376380013,0.002128052526818883,0.005753447281058233,0.0004643538579551798,-0.03214170087729534
2018-07-09,10852.900390625,10860.349609375,10807.150390625,10838.2998046875,183600,0.007449420253147654,0.007421810355794803,0.0059788294556283655,0.006113887068947443,-0.024931717661633705
2018-07-10,10947.25,10956.900390625,10876.650390625,10902.75,197000,0.008693492612951825,0.008655921796766377,0.006177325645313409,0.009628501213807539,-0.01645496875200153
2018-07-11,10948.2998046875,10976.650390625,10923.0,10956.400390625,222300,9.589665783638068e-05,9.589206004582807e-05,0.006175122349507462,0.008437150121779036,-0.016360650070673208
2018-07-12,11023.2001953125,11078.2998046875,10999.650390625,11006.9501953125,248300,0.006841280560560881,0.006817985187144955,0.006219234244318482,0.019906495113640954,-0.00963129730739906
2018-07-13,11018.900390625,11071.349609375,10999.75,11056.900390625,0,-0.0003900686380828855,-0.00039014473464332456,0.006227056455486915,0.01859916541222728,-0.010017609078458228
2018-07-16,10936.849609375,11019.5,10926.25,11018.9501953125,210500,-0.0074463674542162295,-0.007474230051277428,0.0064835574905310524,0.012685361829582797,-0.01738938173446352
2018-07-17,11008.0498046875,11018.5,10925.599609375,10939.650390625,210600,0.006510119262449043,0.006489019959189796,0.006250816852406461,0.0277859103910727,-0.01099246942100613
2018-07-18,10980.4501953125,11076.2001953125,10956.2998046875,11060.2001953125,225500,-0.002507220612614547,-0.0025103689537061304,0.006220236224074431,0.01934640058332393,-0.013472129487704793
2018-07-19,10957.099609375,11006.5,10935.4501953125,10999.5,215400,-0.0021265599790679657,-0.00212882431847883,0.0061981142845228205,0.020109672925058053,-0.01557004017537133
2018-07-20,11010.2001953125,11030.25,10946.2001953125,10963.5,187300,0.00484622644956767,0.004834521296150269,0.006078201051730638,0.017404657497211096,-0.01079926966632244
2018-07-23,11084.75,11093.400390625,11010.9501953125,11019.849609375,229100,0.006770976309698584,0.0067481562013002455,0.006019950696831243,0.029946694185667422,-0.004101414955696541
2018-07-24,11134.2998046875,11143.400390625,11092.5,11109.0,205800,0.00447008770495505,0.004460126536742217,0.006052039941327524,0.03390698437830131,0.0
2018-07-25,11132.0,11157.150390625,11113.25,11148.400390625,205900,-0.0002065513528324292,-0.00020657268750096133,0.005523751651522815,0.043162058634745204,-0.00020655135283242424
2018-07-26,11167.2998046875,11185.849609375,11125.7001953125,11132.9501953125,365400,0.0031710209025781477,0.0031660038191820943,0.005015900722409342,0.05460333896572234,0.0
2018-07-27,11278.349609375,11283.400390625,11210.25,11232.75,314600,0.009944194803553685,0.00989507665693427,0.004850342642339089,0.05264457920439458,0.0
2018-07-30,11319.5498046875,11328.099609375,11261.4501953125,11296.650390625,278800,0.0036530340643325943,0.0036463779405013436,0.0044821936978456265,0.06214050576945551,0.0
2018-07-31,11356.5,11366.0,11267.75,11311.0498046875,256500,0.0032642813495284972,0.003258965149071806,0.004476847481454181,0.06136502073891248,0.0
2018-08-01,11346.2001953125,11390.5498046875,11313.5498046875,11359.7998046875,269700,-0.0009069523785937283,-0.0009073639087465626,0.004475790013321801,0.05351022607313616,-0.0009069523785937569
2018-08-02,11244.7001953125,11328.900390625,11234.9501953125,11328.900390625,210000,-0.008945726168478219,-0.008985979419681003,0.005087163889539006,0.0460429493999861,-0.009844565199445252
